Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,15.595904,15.659587,15.528492,15.590929,15.590929,78169752
2010-01-05,15.601626,15.618045,15.461327,15.522272,15.522272,120067812
2010-01-06,15.568791,15.568791,15.083713,15.130977,15.130977,158988852
2010-01-07,15.159334,15.174260,14.742664,14.778733,14.778733,256315428
2010-01-08,14.726494,15.006347,14.654603,14.975751,14.975751,188783028
2010-01-11,15.036448,15.036448,14.777242,14.953115,14.953115,288227484
2010-01-12,14.867043,14.879730,14.626991,14.688684,14.688684,193937868
2010-01-13,14.340669,14.636442,14.276241,14.604353,14.604353,259604136
2010-01-14,14.525000,14.781222,14.497886,14.673012,14.673012,169434396
2010-01-15,14.759829,14.765302,14.379228,14.427986,14.427986,217162620
2010-01-19,14.457836,14.687190,14.335695,14.617537,14.617537,172495332
2010-01-20,14.576743,14.576743,14.310821,14.438185,14.438185,129897972
2010-01-21,14.513558,14.597638,14.235198,14.502115,14.502115,252055692
2010-01-22,14.042410,14.194152,13.305090,13.681959,13.681959,271743984
2010-01-25,13.596882,13.678725,13.321258,13.432951,13.432951,176619204
2010-01-26,13.382455,13.671760,13.340664,13.493152,13.493152,174045780
2010-01-27,13.464543,13.623252,13.316283,13.485190,13.485190,158417424
2010-01-28,13.544646,13.607084,13.199120,13.290912,13.290912,129034836
2010-01-29,13.395391,13.457580,13.074990,13.182702,13.182702,165454380
2010-02-01,13.298622,13.328723,13.191657,13.259318,13.259318,89941968
2010-02-02,13.307577,13.307577,13.124740,13.212054,13.212054,163684152
2010-02-03,13.151109,13.485191,13.140164,13.453350,13.453350,119844036
2010-02-04,13.358324,13.383200,13.073745,13.104094,13.104094,134972892
2010-02-05,13.144392,13.271260,12.996631,13.216284,13.216284,126113760
2010-02-08,13.246382,13.482703,13.222252,13.270511,13.270511,107664228
2010-02-09,13.421509,13.471012,13.310314,13.344394,13.344394,112671216
2010-02-10,13.285438,13.377976,13.126729,13.294891,13.294891,106873020
2010-02-11,13.266780,13.445140,13.171754,13.343397,13.343397,96303600
2010-02-12,13.258075,13.362055,13.196631,13.261806,13.261806,91096812
2010-02-16,13.355089,13.535688,13.291158,13.465289,13.465289,146029824
2010-02-17,13.482704,13.517531,13.373499,13.388424,13.388424,81106812
2010-02-18,13.371758,13.557581,13.336932,13.513053,13.513053,93382524
2010-02-19,13.446136,13.533201,13.425489,13.451858,13.451858,102021876
2010-02-22,13.615788,13.619520,13.457827,13.502604,13.502604,85698216
2010-02-23,13.507578,13.523250,13.241158,13.310312,13.310312,114789096
2010-02-24,13.283200,13.394146,13.196881,13.220761,13.220761,92970936
2010-02-25,13.112550,13.146630,12.935434,13.095387,13.095387,132235632
2010-02-26,13.120013,13.227726,13.022002,13.104589,13.104589,81890028
2010-03-01,13.164293,13.266036,13.127975,13.251110,13.251110,89426484
2010-03-02,13.320514,13.573750,13.308823,13.459321,13.459321,174097728
2010-03-03,13.491658,13.634943,13.414295,13.565291,13.565291,123452424
2010-03-04,13.594644,13.834198,13.587182,13.795890,13.795890,127224648
2010-03-05,13.964052,14.121267,13.927982,14.035195,14.035195,156331512
2010-03-08,14.049376,14.059327,13.955594,13.992161,13.992161,95360544
2010-03-09,13.926737,14.046391,13.843403,13.935196,13.935196,126936936
2010-03-10,14.024001,14.390672,13.985444,14.339677,14.339677,225969804
2010-03-11,14.285198,14.582464,14.283704,14.456344,14.456344,169162668
2010-03-12,14.630474,14.633957,14.407089,14.416542,14.416542,110025864
2010-03-15,14.096640,14.165547,13.830966,14.009575,14.009575,185969844
2010-03-16,13.975991,14.139923,13.949375,14.059823,14.059823,137122740
2010-03-17,14.136937,14.215297,14.036190,14.068778,14.068778,132731136
2010-03-18,14.047883,14.140422,14.004102,14.089675,14.089675,71016912
2010-03-19,13.930468,14.129474,13.862805,13.930468,13.930468,191576232
2010-03-22,13.833702,14.100868,13.788178,13.868279,13.868279,160031808
2010-03-23,13.856837,13.888428,13.482704,13.656835,13.656835,219831948
2010-03-24,13.570016,13.926736,13.425488,13.864049,13.864049,262345392
2010-03-25,13.906090,14.228978,13.897135,14.002111,14.002111,157078764
2010-03-26,14.061563,14.114300,13.930965,13.997383,13.997383,107740152
2010-03-29,14.005097,14.047883,13.944649,13.991415,13.991415,124055820
2010-03-30,14.000867,14.120271,13.937433,14.097385,14.097385,79036884
2010-03-31,14.056092,14.172760,14.000370,14.107585,14.107585,121110768
2010-04-01,14.212809,14.265049,14.068529,14.149375,14.149375,84023892
2010-04-05,14.201616,14.300621,14.154351,14.204352,14.204352,75983940
2010-04-06,14.165794,14.201368,14.064798,14.134949,14.134949,82321596
2010-04-07,14.112063,14.148132,13.976739,14.018530,14.018530,103136760
2010-04-08,14.013056,14.175496,13.931712,14.116788,14.116788,77822100
