Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,14.837938,15.064558,14.837938,15.033711,15.033711,94513392
2011-01-04,15.065305,15.079236,14.928488,14.978239,14.978239,72907020
2011-01-05,14.927243,15.182470,14.926745,15.151126,15.151126,101190708
2011-01-06,15.191177,15.383964,15.175505,15.261327,15.261327,82229688
2011-01-07,15.321278,15.379487,15.177496,15.334461,15.334461,83963952
2011-01-10,15.293662,15.308340,15.138437,15.278986,15.278986,63104832
2011-01-11,15.366052,15.393166,15.286201,15.323763,15.323763,57514428
2011-01-12,15.406851,15.406851,15.292920,15.345159,15.345159,65242692
2011-01-13,15.347645,15.414810,15.277743,15.340680,15.340680,53306640
2011-01-14,15.358342,15.529239,15.350382,15.527000,15.527000,94529376
2011-01-18,15.573767,15.970040,15.554115,15.911333,15.911333,144535320
2011-01-19,15.973273,15.994169,15.663320,15.715311,15.715311,136107756
2011-01-20,15.726752,15.773271,15.504860,15.591428,15.591428,219212568
2011-01-21,15.910088,15.963570,15.208091,15.219783,15.219783,355819824
2011-01-24,15.113813,15.236202,14.956100,15.201126,15.201126,183784032
2011-01-25,15.129483,15.440183,15.087692,15.420779,15.420779,145726128
2011-01-26,15.431228,15.484961,15.305605,15.335954,15.335954,81442476
2011-01-27,15.370530,15.415555,15.255106,15.343166,15.343166,80687232
2011-01-28,15.399884,15.431974,14.919532,14.950130,14.950130,169074756
2011-01-31,15.015056,15.036697,14.814805,14.934458,14.934458,112083804
2011-02-01,15.037193,15.257594,15.002865,15.200130,15.200130,109702188
2011-02-02,15.199136,15.282222,15.112817,15.224012,15.224012,70357572
2011-02-03,15.161323,15.210330,15.077989,15.177991,15.177991,59744196
2011-02-04,15.177992,15.210081,15.089931,15.198639,15.198639,61969968
2011-02-07,15.178240,15.382969,15.154607,15.280978,15.280978,71912016
2011-02-08,15.296898,15.413813,15.286449,15.382718,15.382718,67728204
2011-02-09,15.345158,15.409338,15.232470,15.335954,15.335954,73626300
2011-02-10,15.271277,15.360830,15.213067,15.334461,15.334461,93282624
2011-02-11,15.268539,15.547397,15.248886,15.534959,15.534959,103492404
2011-02-14,15.506105,15.662823,15.424015,15.625757,15.625757,85034880
2011-02-15,15.605110,15.674016,15.500134,15.526253,15.526253,83596320
2011-02-16,15.563069,15.584710,15.475257,15.527994,15.527994,67292640
2011-02-17,15.454113,15.603368,15.429984,15.553865,15.553865,59092848
2011-02-18,15.572274,15.701131,15.527000,15.673768,15.673768,128587284
2011-02-22,15.423765,15.545657,15.118787,15.179485,15.179485,145450404
2011-02-23,15.182469,15.291176,15.025004,15.207095,15.207095,115468416
2011-02-24,15.208837,15.251126,14.959083,15.144906,15.144906,108359532
2011-02-25,15.220530,15.291674,15.161823,15.175255,15.175255,77218704
2011-02-28,15.174261,15.335705,15.124757,15.258839,15.258839,91168740
2011-03-01,15.367795,15.403617,14.908089,14.944408,14.944408,132795072
2011-03-02,14.920527,15.074758,14.805850,14.945155,14.945155,80986932
2011-03-03,15.084210,15.211326,15.049880,15.163315,15.163315,77734188
2011-03-04,15.132717,15.148888,14.930477,14.940926,14.940926,120319560
2011-03-07,14.939184,15.017293,14.602116,14.718037,14.718037,138369492
2011-03-08,14.749629,14.875252,14.681718,14.734206,14.734206,91304604
2011-03-09,14.701620,14.788934,14.571021,14.720774,14.720774,85953960
2011-03-10,14.563310,14.592662,14.414303,14.435448,14.435448,124998876
2011-03-11,14.383706,14.427986,14.262064,14.346144,14.346144,121158720
2011-03-14,14.248880,14.385448,14.129974,14.178979,14.178979,112531356
2011-03-15,13.868279,14.204103,13.818527,14.168282,14.168282,160063776
2011-03-16,14.129724,14.174003,13.713552,13.858328,13.858328,151788060
2011-03-17,14.041912,14.154350,13.943901,13.964299,13.964299,115856028
2011-03-18,14.045891,14.129226,13.924000,13.956836,13.956836,131812056
2011-03-21,14.184699,14.423011,14.154849,14.340919,14.340919,120715164
2011-03-22,14.360074,14.408831,14.241665,14.361318,14.361318,75400524
2011-03-23,14.308331,14.488929,14.228977,14.481716,14.481716,72575352
2011-03-24,14.563060,14.636692,14.398133,14.599380,14.599380,83864052
2011-03-25,14.599132,14.599877,14.409079,14.421517,14.421517,114221664
2011-03-28,14.479478,14.552116,14.296392,14.312562,14.312562,88647264
2011-03-29,14.328481,14.475000,14.254103,14.471020,14.471020,64127808
2011-03-30,14.536941,14.564803,14.442413,14.473758,14.473758,56835108
2011-03-31,14.502612,14.630971,14.471268,14.596146,14.596146,81094824
2011-04-01,14.645897,14.805849,14.645897,14.721519,14.721519,104423472
2011-04-04,14.751371,14.794654,14.505100,14.619032,14.619032,82097820
2011-04-05,14.454851,14.465050,14.071763,14.156590,14.156590,241658100
2011-04-06,14.233456,14.307584,14.129474,14.283207,14.283207,106625268
2011-04-07,14.321765,14.443906,14.283456,14.427985,14.427985,101158740
2011-04-08,14.549627,14.549627,14.379725,14.382212,14.382212,75995928
2011-04-11,14.333457,14.380721,14.253854,14.362562,14.362562,74253672
2011-04-12,14.303604,14.351118,14.130717,14.194400,14.194400,83340576
2011-04-13,14.316292,14.368283,14.222759,14.335446,14.335446,82693224
2011-04-14,14.308332,14.414303,14.231466,14.390920,14.390920,218033748
2011-04-15,13.564544,13.575987,13.185685,13.201606,13.201606,561186252
2011-04-18,13.095137,13.125984,12.910559,13.105585,13.105585,201390408
2011-04-19,13.182949,13.206084,12.957823,12.973495,12.973495,107256636
2011-04-20,13.082201,13.105088,12.970012,13.077972,13.077972,122277600
2011-04-21,13.121753,13.141405,12.994886,13.062301,13.062301,98705196
2011-04-25,13.066033,13.109566,12.985435,13.061058,13.061058,65166768
2011-04-26,13.097625,13.369269,13.065037,13.254343,13.254343,139860000
2011-04-27,13.383199,13.385936,13.292403,13.377229,13.377229,91844064
2011-04-28,13.384692,13.414295,13.285686,13.382454,13.382454,79920000
2011-04-29,13.432952,13.534943,13.395887,13.534943,13.534943,168970860
2011-05-02,13.574743,13.575490,13.361308,13.397130,13.397130,85262652
2011-05-03,13.361558,13.482952,13.174988,13.280960,13.280960,83176740
2011-05-04,13.312801,13.408075,13.259318,13.328224,13.328224,84595320
2011-05-05,13.280214,13.418523,13.221507,13.290413,13.290413,79832088
2011-05-06,13.386932,13.469270,13.313050,13.316035,13.316035,82161756
2011-05-09,13.308571,13.395389,13.211556,13.375238,13.375238,77870052
2011-05-10,13.432952,13.543152,13.371757,13.499122,13.499122,81634284
2011-05-11,13.436435,13.521261,13.275986,13.319767,13.319767,93458448
2011-05-12,13.314543,13.356833,13.206831,13.309817,13.309817,57874068
2011-05-13,13.298872,13.331460,13.160562,13.173000,13.173000,84263652
2011-05-16,13.092401,13.116282,12.845881,12.896130,12.896130,118209672
2011-05-17,12.821753,13.214542,12.811803,13.195636,13.195636,132011856
2011-05-18,13.172751,13.192403,13.077228,13.179467,13.179467,78049872
2011-05-19,13.252106,13.346882,13.177229,13.215290,13.215290,98649252
2011-05-20,13.228968,13.233695,13.013295,13.035684,13.035684,92607300
2011-05-23,12.850857,12.935434,12.771254,12.895385,12.895385,91908000
2011-05-24,12.944639,13.033943,12.889415,12.892151,12.892151,75924000
2011-05-25,12.869016,13.004340,12.867026,12.927226,12.927226,52011936
2011-05-26,12.878220,12.988171,12.811056,12.888917,12.888917,84655260
2011-05-27,12.897623,12.979962,12.843393,12.957823,12.957823,69762168
2011-05-31,13.059814,13.160561,13.022501,13.159816,13.159816,107384508
2011-06-01,13.135436,13.263795,13.067525,13.074739,13.074739,118117764
2011-06-02,13.123744,13.191656,12.997127,13.135934,13.135934,88091820
2011-06-03,12.985186,13.124491,12.972749,13.012052,13.012052,69870060
2011-06-06,13.023495,13.105088,12.916777,12.961803,12.961803,77606316
2011-06-07,13.007326,13.050611,12.910311,12.911306,12.911306,76227696
2011-06-08,12.849115,12.966280,12.830458,12.914787,12.914787,66069864
2011-06-09,12.935435,12.935435,12.826976,12.854091,12.854091,67496436
2011-06-10,12.788171,12.853096,12.669015,12.674488,12.674488,97498404
2011-06-13,12.686677,12.691652,12.491899,12.555581,12.555581,96994908
2011-06-14,12.640656,12.788171,12.611800,12.646130,12.646130,93566340
2011-06-15,12.563043,12.645631,12.453093,12.511302,12.511302,82849068
2011-06-16,12.507819,12.601351,12.355080,12.447122,12.447122,110169720
2011-06-17,12.591649,12.604336,12.059803,12.065277,12.065277,209606184
2011-06-20,12.064782,12.095380,11.921248,12.054335,12.054335,121022856
2011-06-21,12.119259,12.287170,12.058063,12.263786,12.263786,110505384
2011-06-22,12.225231,12.247618,12.107817,12.114781,12.114781,96187716
2011-06-23,11.993386,12.011546,11.784430,11.945874,11.945874,191875932
2011-06-24,11.957317,11.959059,11.766767,11.813038,11.813038,152071776
2011-06-27,11.791146,12.149358,11.781196,12.010053,12.010053,137650212
2011-06-28,12.040403,12.343640,12.040403,12.279958,12.279958,108495396
2011-06-29,12.351847,12.444136,12.248363,12.377469,12.377469,93626280
2011-06-30,12.487421,12.603840,12.475232,12.596625,12.596625,97038864
2011-07-01,12.605582,12.964790,12.596626,12.961058,12.961058,145322532
2011-07-05,13.067277,13.318522,13.067277,13.244889,13.244889,153814032
2011-07-06,13.271259,13.395887,13.259816,13.317528,13.317528,107716176
2011-07-07,13.457828,13.698625,13.330462,13.597133,13.597133,157262580
2011-07-08,13.257576,13.374493,13.116282,13.233695,13.233695,190617192
2011-07-11,13.138919,13.332951,13.072252,13.116530,13.116530,113458428
2011-07-12,13.138422,13.418523,13.084690,13.283946,13.283946,113534352
2011-07-13,13.358324,13.532455,13.345388,13.389668,13.389668,111496392
2011-07-14,13.411061,13.482704,13.102849,13.157825,13.157825,265714020
2011-07-15,14.863312,14.931720,14.630972,14.866297,14.866297,548734716
2011-07-18,14.738683,14.976495,14.726494,14.799628,14.799628,178553268
2011-07-19,14.829481,15.041920,14.814307,14.988935,14.988935,118581300
2011-07-20,14.979731,14.995901,14.809830,14.809830,14.809830,89022888
2011-07-21,14.776993,15.126001,14.776495,15.099384,15.099384,138641220
2011-07-22,15.059583,15.410581,15.031722,15.378988,15.378988,140986872
2011-07-25,15.257841,15.557595,15.248886,15.397644,15.397644,125138736
2011-07-26,15.374510,15.609587,15.353863,15.485705,15.485705,93622284
2011-07-27,15.352868,15.446650,15.043661,15.105104,15.105104,157218624
2011-07-28,15.054608,15.323019,15.000130,15.197644,15.197644,124211664
2011-07-29,15.030727,15.297645,15.017294,15.017294,15.017294,165330504
2011-08-01,15.204609,15.311076,14.905103,15.093910,15.093910,158485356
2011-08-02,15.074757,15.166051,14.715799,14.736446,14.736446,127895976
2011-08-03,14.782963,15.000128,14.518284,14.954606,14.954606,152874972
2011-08-04,14.788684,14.896894,14.365049,14.366292,14.366292,196387416
2011-08-05,14.491170,14.676744,13.980220,14.404104,14.404104,236926836
2011-08-08,14.004598,14.154350,13.541161,13.582704,13.582704,299564136
2011-08-09,13.955343,14.293904,13.458075,14.264052,14.264052,258529212
2011-08-10,13.964798,14.032957,13.625242,13.657084,13.657084,214569216
2011-08-11,13.776734,14.141912,13.642157,13.983453,13.983453,193030776
2011-08-12,14.166790,14.191666,13.940419,14.024251,14.024251,126045828
2011-08-15,13.767034,14.054599,13.583450,13.861563,13.861563,285510204
2011-08-16,13.742159,13.742407,13.191656,13.408075,13.408075,277298424
2011-08-17,13.433698,13.524744,13.203348,13.262552,13.262552,163000836
2011-08-18,13.021753,13.057076,12.450106,12.559312,12.559312,251376372
2011-08-19,12.421500,12.807822,12.210553,12.212045,12.212045,216183600
2011-08-22,12.537421,12.612049,12.301847,12.392395,12.392395,196039764
2011-08-23,12.524982,12.970508,12.414534,12.906080,12.906080,173698128
2011-08-24,12.918768,13.184193,12.866529,13.017276,13.017276,143636220
2011-08-25,13.193646,13.365040,12.893146,12.936430,12.936430,131588280
2011-08-26,12.935186,13.195387,12.764786,13.106083,13.106083,143708148
2011-08-29,13.297626,13.419270,13.272750,13.410065,13.410065,93338568
2011-08-30,13.387927,13.507331,13.204344,13.450365,13.450365,119440440
2011-08-31,13.550862,13.589669,13.333447,13.456832,13.456832,107624268
2011-09-01,13.451607,13.528225,13.214541,13.246382,13.246382,96523380
2011-09-02,13.046630,13.132451,12.953594,13.055834,13.055834,95951952
2011-09-06,12.706578,13.004092,12.699115,12.989665,12.989665,108523368
2011-09-07,13.195388,13.331956,13.119517,13.284443,13.284443,110121768
2011-09-08,13.278721,13.410563,13.231457,13.307577,13.307577,95124780
2011-09-09,13.219019,13.299867,12.965038,13.056083,13.056083,130621248
2011-09-12,12.884690,13.233697,12.873246,13.187180,13.187180,106709184
2011-09-13,13.233946,13.280713,13.020014,13.172255,13.172255,94073832
2011-09-14,13.248622,13.357080,13.080212,13.235686,13.235686,107668224
2011-09-15,13.321011,13.556834,13.297627,13.496634,13.496634,118313568
2011-09-16,13.552355,13.603102,13.511061,13.599122,13.599122,141230628
2011-09-19,13.441658,13.679222,13.318025,13.598873,13.598873,98637264
2011-09-20,13.666785,13.893653,13.499370,13.597878,13.597878,111052836
2011-09-21,13.624247,13.806090,13.404594,13.413051,13.413051,100471428
2011-09-22,13.090909,13.153845,12.786179,12.951853,12.951853,175835988
2011-09-23,12.849861,13.095137,12.798617,13.072500,13.072500,110980908
2011-09-26,13.115784,13.257079,12.767523,13.231209,13.231209,105262632
2011-09-27,13.388175,13.608328,13.334694,13.416534,13.416534,120315564
2011-09-28,13.470265,13.532952,13.126978,13.155336,13.155336,90441468
2011-09-29,13.334442,13.365786,12.920757,13.122003,13.122003,116147736
2011-09-30,12.940659,13.034939,12.795633,12.812052,12.812052,108835056
2011-10-03,12.682946,12.736429,12.313540,12.326475,12.326475,178797024
2011-10-04,12.189906,12.523492,11.955327,12.485182,12.485182,166185648
2011-10-05,12.347121,12.631950,11.959556,12.554834,12.554834,181182636
2011-10-06,12.624487,12.816778,12.502595,12.803843,12.803843,136835028
2011-10-07,12.856578,12.947873,12.694139,12.814040,12.814040,114121764
2011-10-10,13.064292,13.370015,13.015037,13.362553,13.362553,92795112
2011-10-11,13.270262,13.602107,13.270262,13.512055,13.512055,114021864
2011-10-12,13.635191,13.811810,13.548126,13.644395,13.644395,126984888
2011-10-13,13.682456,13.905591,13.632455,13.905343,13.905343,227276496
2011-10-14,14.912318,14.915551,14.616295,14.718534,14.718534,340854804
2011-10-17,14.520525,14.722268,14.378235,14.487938,14.487938,160167672
2011-10-18,14.432710,14.740424,14.363306,14.689429,14.689429,151879968
2011-10-19,14.610574,14.727987,14.408582,14.445398,14.445398,117142740
2011-10-20,14.475250,14.649132,14.415796,14.519279,14.519279,135024840
2011-10-21,14.664555,14.745152,14.594653,14.688932,14.688932,135504360
2011-10-24,14.595151,14.924756,14.589679,14.836446,14.836446,136938924
2011-10-25,14.753859,14.801122,14.498882,14.506593,14.506593,101518380
2011-10-26,14.665550,14.681222,14.250373,14.584952,14.584952,114809076
2011-10-27,14.886197,14.992667,14.758833,14.892417,14.892417,151060788
2011-10-28,14.789182,14.982716,14.782465,14.928985,14.928985,100219680
2011-10-31,14.803361,14.917790,14.718285,14.742414,14.742414,102209688
2011-11-01,14.430473,14.565051,14.347139,14.394403,14.394403,124878996
2011-11-02,14.549876,14.625995,14.439925,14.547885,14.547885,84751164
2011-11-03,14.602114,14.863310,14.520522,14.863310,14.863310,106685208
2011-11-04,14.763808,14.919034,14.737192,14.829480,14.829480,113278608
2011-11-07,14.759331,15.143911,14.732216,15.132716,15.132716,134161704
2011-11-08,15.149384,15.282968,15.015055,15.232470,15.232470,121054824
2011-11-09,15.031474,15.159087,14.892168,14.949135,14.949135,148291560
2011-11-10,15.073015,15.073513,14.715550,14.803113,14.803113,114621264
2011-11-11,14.957843,15.226252,14.890678,15.133217,15.133217,158920920
2011-11-14,15.124508,15.375257,15.119036,15.248887,15.248887,127420452
2011-11-15,15.243912,15.375257,15.186698,15.337445,15.337445,106932960
2011-11-16,15.226002,15.380730,15.189436,15.210828,15.210828,104235660
2011-11-17,15.175503,15.231225,14.845400,14.947143,14.947143,139592268
2011-11-18,14.975253,15.037443,14.770028,14.798137,14.798137,131376492
2011-11-21,14.621022,14.639430,14.231219,14.451369,14.451369,119931948
2011-11-22,14.427985,14.551618,14.309576,14.427985,14.427985,96115788
2011-11-23,14.312311,14.434204,14.181963,14.181963,14.181963,92938968
2011-11-25,14.059575,14.285447,13.963553,14.005096,14.005096,62433504
2011-11-28,14.412313,14.647390,14.340919,14.631718,14.631718,113042844
2011-11-29,14.624006,14.685698,14.461069,14.500871,14.500871,73198728
2011-11-30,14.874507,14.913314,14.728735,14.910329,14.910329,135744120
2011-12-01,14.925502,15.323515,14.900627,15.268043,15.268043,144679176
2011-12-02,15.349635,15.522522,15.329982,15.431973,15.431973,163264572
2011-12-05,15.613071,15.719041,15.482722,15.563568,15.563568,127772100
2011-12-06,15.497396,15.637448,15.428989,15.516801,15.516801,92966940
2011-12-07,15.464811,15.563816,15.375755,15.507348,15.507348,90201708
2011-12-08,15.448889,15.608343,15.306101,15.324759,15.324759,96427476
2011-12-09,15.373267,15.650136,15.348641,15.607598,15.607598,110537352
2011-12-12,15.469786,15.576751,15.430233,15.557099,15.557099,87268644
2011-12-13,15.640930,15.834961,15.493914,15.563068,15.563068,160966872
2011-12-14,15.469041,15.530484,15.236202,15.375010,15.375010,155991852
2011-12-15,15.485705,15.522521,15.390430,15.411574,15.411574,96247656
2011-12-16,15.530483,15.654862,15.459587,15.571280,15.571280,178193628
2011-12-19,15.622275,15.634463,15.423020,15.468541,15.468541,85654260
2011-12-20,15.622026,15.717549,15.621776,15.680982,15.680982,95432472
2011-12-21,15.672026,15.717051,15.397147,15.567797,15.567797,99816084
2011-12-22,15.620781,15.714812,15.597398,15.664313,15.664313,72819108
2011-12-23,15.721528,15.788196,15.685708,15.749887,15.749887,58089852
2011-12-27,15.722773,16.032228,15.721530,15.926755,15.926755,64191744
2011-12-28,15.988944,16.044915,15.873270,15.913073,15.913073,85002912
2011-12-29,15.957599,15.995162,15.801131,15.980237,15.980237,62952984
2011-12-30,15.970786,16.088697,15.970786,16.067305,16.067305,71220708
2012-01-03,16.242429,16.620790,16.228250,16.552629,16.552629,146912940
2012-01-04,16.543175,16.673029,16.433474,16.624023,16.624023,114445440
2012-01-05,16.471037,16.516808,16.324269,16.393423,16.393423,131184684
2012-01-06,16.396906,16.418051,16.164068,16.169790,16.169790,107608284
2012-01-09,16.082228,16.094666,15.453616,15.484213,15.484213,232671096
2012-01-10,15.665558,15.766304,15.346151,15.501128,15.501128,175648176
2012-01-11,15.510084,15.656603,15.450880,15.571280,15.571280,95904000
2012-01-12,15.702125,15.743668,15.584711,15.662822,15.662822,74932992
2012-01-13,15.578741,15.595906,15.449387,15.547150,15.547150,92199708
2012-01-17,15.721031,15.721031,15.564314,15.636454,15.636454,76295628
2012-01-18,15.587944,15.771280,15.475756,15.744165,15.744165,110357532
2012-01-19,15.945162,15.945162,15.708095,15.909838,15.909838,251959788
2012-01-20,14.689926,14.701618,14.470273,14.576990,14.576990,422628948
2012-01-23,14.577240,14.643409,14.506592,14.565299,14.565299,136379484
2012-01-24,14.585200,14.619031,14.378232,14.451119,14.451119,122109768
2012-01-25,14.366043,14.395895,14.089176,14.166540,14.166540,199308492
