Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,14.837811,14.982683,14.083482,14.302287,14.302287,401277000
2023-01-04,14.554062,14.839808,14.228352,14.735900,14.735900,431324000
2023-01-05,14.478132,14.551067,14.135436,14.252333,14.252333,389168000
2023-01-06,14.461145,14.996669,14.021536,14.845803,14.845803,405044000
2023-01-09,15.270425,16.041739,15.127552,15.614120,15.614120,504231000
2023-01-10,15.493227,15.947823,15.458259,15.894871,15.894871,384101000
2023-01-11,15.825932,16.013765,15.549178,15.986789,15.986789,353285000
2023-01-12,16.085700,16.622222,15.478239,16.496334,16.496334,551409000
2023-01-13,16.263544,16.906973,16.150646,16.883993,16.883993,447287000
2023-01-17,16.883993,17.712257,16.883993,17.686279,17.686279,511102000
2023-01-18,17.651310,17.857126,17.266652,17.361568,17.361568,439624000
2023-01-19,17.020872,17.181730,16.716144,16.750113,16.750113,452932000
2023-01-20,16.995893,17.840143,16.810059,17.823158,17.823158,564967000
2023-01-23,18.047956,19.227909,17.802176,19.175955,19.175955,655163000
2023-01-24,18.810280,19.477688,18.803286,19.247890,19.247890,496204000
2023-01-25,18.896202,19.352797,18.563498,19.305838,19.305838,449537000
2023-01-26,19.683502,20.148089,19.260878,19.784412,19.784412,489535000
2023-01-27,19.444713,20.609677,19.387764,20.346910,20.346910,542142000
2023-01-30,19.932278,20.122107,19.132987,19.144978,19.144978,488611000
2023-01-31,19.152977,19.669518,18.933173,19.519651,19.519651,498017000
2023-02-01,19.673513,21.173180,19.593584,20.924402,20.924402,660477000
2023-02-02,20.981348,21.929505,20.681616,21.689718,21.689718,564276000
2023-02-03,20.981351,21.725690,20.770538,21.081263,21.081263,429366000
2023-02-06,20.787525,21.550846,20.767542,21.070274,21.070274,452197000
2023-02-07,21.363009,22.239231,21.131215,22.153307,22.153307,664150000
2023-02-08,22.367117,22.857682,21.988454,22.185280,22.185280,559651000
2023-02-09,22.585924,22.999556,22.100355,22.317162,22.317162,523876000
2023-02-10,21.670735,22.058389,20.792516,21.246111,21.246111,550737000
2023-02-13,21.518872,22.028419,20.943383,21.768650,21.768650,474919000
2023-02-14,21.558835,23.028530,21.347024,22.950600,22.950600,675474000
2023-02-15,22.528973,22.834701,22.086367,22.743782,22.743782,420575000
2023-02-16,22.113346,22.529976,21.907530,21.982464,21.982464,412026000
2023-02-17,21.611787,21.720690,20.956370,21.369003,21.369003,465888000
2023-02-21,20.981347,21.474907,20.599686,20.636654,20.636654,410015000
2023-02-22,20.688612,21.085259,20.402865,20.735569,20.735569,513184000
2023-02-23,23.419184,23.866786,23.004552,23.642984,23.642984,1117995000
2023-02-24,23.204371,23.453151,22.926618,23.265316,23.265316,589716000
2023-02-27,23.648976,23.858789,23.433168,23.480125,23.480125,452994000
2023-02-28,23.351243,23.803841,23.185390,23.195381,23.195381,455963000
2023-03-01,23.171404,23.235348,22.488011,22.677843,22.677843,460026000
2023-03-02,22.468026,23.359232,22.412075,23.293291,23.293291,389415000
2023-03-03,23.299292,23.878777,23.109460,23.868786,23.868786,412393000
2023-03-06,23.869786,24.226467,23.466143,23.533085,23.533085,437429000
2023-03-07,23.583041,24.107663,23.224298,23.271265,23.271265,515154000
2023-03-08,23.470126,24.182615,23.407171,24.163628,24.163628,513573000
2023-03-09,24.157632,24.436433,23.366201,23.419165,23.419165,501257000
2023-03-10,23.392183,23.610027,22.709673,22.948502,22.948502,474866000
2023-03-13,22.735656,23.281263,22.280983,22.949501,22.949501,421890000
2023-03-14,23.479119,24.201600,23.443144,24.045712,24.045712,474910000
